     1   -40.000  -40.000   5.00 
     2   -30.000   40.000   5.10 
     3   -20.000  -30.000   5.20 
     4   -10.000   30.000   5.30 
     5     0.000  -20.000   5.40 
     6    10.000   20.000   5.50 
     7    20.000  -10.000   5.60 
     8    30.000    0.000   5.70 
     9    40.000  -30.000   5.80 
    10    35.000   40.000   5.90 
    11    25.000  -40.000   6.00 
    12    15.000   30.000   6.10 
    13     5.000  -30.000   6.20 
    14    -5.000   20.000   6.30 
    15   -15.000  -20.000   6.40 
    16   -25.000   10.000   6.50 
    17   -35.000  -10.000   6.60 
    18   -45.000    0.000   6.70 
    19    45.000  -45.000   6.80 
    20     0.000    0.000   6.90 
