     1     0.057  -56.591   5.00 
     2   -49.203    7.324   5.10 
     3     7.045  -35.302   5.20 
     4   -28.139   14.284   5.30 
     5    14.245  -14.152   5.40 
     6    -7.127   21.211   5.50 
     7    21.301    7.086   5.60 
     8    21.226   21.263   5.70 
     9    49.609    7.300   5.80 
    10    -3.459   53.112   5.90 
    11    46.099  -10.441   6.00 
    12   -10.647   31.936   6.10 
    13    24.708  -17.528   6.20 
    14   -17.660   10.681   6.30 
    15     3.524  -24.667   6.40 
    16   -24.659  -10.555   6.50 
    17   -17.648  -31.849   6.60 
    18   -31.781  -31.652   6.70 
    19    63.962    0.373   6.80 
    20     0.069    0.090   6.90 
