     1   -40.000  -40.000   5.00 
     2   -30.000   40.000   5.10 
     3   -20.000  -30.000   5.20 
     4   -10.000   30.000   5.30 
     5     0.000  -20.000   5.40 
     6    10.000   20.000   5.50 
     7    20.000  -10.000   5.60 
     8    30.000    0.000   5.70 
     9    40.000  -30.000   5.80 
    10    35.000   40.000   5.90 
    11    25.000  -40.000   6.00 
    12    15.000   30.000   6.10 
    13     5.000  -30.000   6.20 
    14    -5.000   20.000   6.30 
    15   -15.000  -20.000   6.40 
    16   -25.000   10.000   6.50 
    17   -35.000  -10.000   6.60 
    18   -45.000    0.000   6.70 
    19    45.000  -45.000   6.80 
    20     0.000    0.000   6.90 
    20   -29.982   15.775   5.97 
    21   -31.481    5.255   5.08 
    22   -42.804  -44.335   5.91 
    23   -36.624   20.973   5.71 
    24   -39.148  -24.525   5.17 
    25    -5.662   49.637   5.46 
    26    17.134   12.595   5.55 
    27    -2.387   45.419   5.84 
    28    42.874    4.522   5.63 
    29   -11.138   39.388   5.66 
    30    19.428    0.923   5.64 
    31   -38.044   23.895   5.17 
    32    -2.592    5.517   5.74 
    33     9.419    8.003   5.80 
    34    26.945   19.593   5.16 
    35    46.531   -5.248   5.48 
    36    -1.500  -48.036   5.12 
    37    -8.701  -48.911   5.71 
    38    -8.008   49.944   5.30 
    39   -45.845  -13.701   5.91 
    40    42.815   10.712   5.63 
    41    33.414   -0.811   5.46 
    42    14.746  -29.999   5.28 
    43   -14.462   -8.797   5.33 
    44    -4.055  -33.082   5.88 
    45    49.124  -25.401   5.42 
    46    36.348   35.985   5.32 
    47    49.391   11.987   5.17 
    48    14.637   10.056   5.44 
    49   -12.661   41.860   5.55 
    50    43.961   33.350   5.49 
    51   -31.555   19.369   5.34 
    52    -4.394  -30.499   5.37 
    53    34.200  -10.283   5.13 
    54    22.805  -19.192   5.10 
    55    37.319    6.912   5.73 
    56    19.097  -36.151   5.62 
    57   -39.630  -37.666   5.24 
    58    15.475   16.564   5.38 
    59    29.834   29.778   5.10 
    60   -35.722    0.576   5.41 
    61   -15.987   44.724   5.58 
    62    -8.466   40.723   5.37 
    63   -48.304  -28.303   5.50 
    64    35.576  -23.221   5.59 
    65   -44.708  -27.790   5.10 
    66   -40.393  -15.795   5.76 
    67    12.564   -1.451   5.81 
    68    30.197   -7.816   5.59 
    69   -26.154   33.902   5.28 
