     1   -10.000  -90.000   5.00 
     2     0.000  -10.000   5.10 
     3    10.000  -80.000   5.20 
     4    20.000  -20.000   5.30 
     5    30.000  -70.000   5.40 
     6    40.000  -30.000   5.50 
     7    50.000  -60.000   5.60 
     8    60.000  -50.000   5.70 
     9    70.000  -80.000   5.80 
    10    65.000  -10.000   5.90 
    11    55.000  -90.000   6.00 
    12    45.000  -20.000   6.10 
    13    35.000  -80.000   6.20 
    14    25.000  -30.000   6.30 
    15    15.000  -70.000   6.40 
    16     5.000  -40.000   6.50 
    17    -5.000  -60.000   6.60 
    18   -15.000  -50.000   6.70 
    19    75.000  -95.000   6.80 
    20    30.000  -50.000   6.90 
    20   -26.911    0.350   5.65 
    21   -42.300   12.674   5.37 
    22   -13.882  -48.684   5.16 
    23   -17.453   -4.232   5.59 
    24    45.231   27.388   5.99 
    25   -38.821   42.382   5.95 
    26   -19.623  -15.160   5.18 
    27   -41.187    2.081   5.73 
    28    40.545   12.946   5.04 
    29    23.253  -37.583   5.43 
    30   -42.274  -20.798   5.99 
    31   -13.053  -34.795   5.14 
    32    49.161   37.636   5.19 
    33    46.365   10.156   5.35 
    34   -28.867   -5.566   5.36 
    35   -34.237   20.328   5.67 
    36    -8.092  -49.649   5.25 
    37   -29.111   16.440   5.83 
    38    18.575   45.674   5.42 
    39   -12.404   43.449   5.12 
    40   -33.337   16.233   5.32 
    41     4.774  -44.877   5.70 
    42    27.612   -9.713   5.77 
    43   -36.800  -35.484   5.30 
    44    12.867  -41.365   5.68 
    45    12.789   -9.823   5.39 
    46     0.217   -7.401   5.38 
    47    18.292  -46.868   5.21 
    48   -19.851   32.230   5.55 
    49    -4.374  -41.428   5.13 
    50    35.754   48.171   5.41 
    51    -1.454   27.748   5.77 
    52   -35.933  -20.728   5.43 
    53    -7.905  -20.268   5.49 
    54    -4.846  -44.690   5.40 
    55    11.387  -44.179   5.42 
    56     7.499  -22.173   5.95 
    57   -12.887  -12.536   5.62 
    58    32.995   -0.564   5.33 
    59   -48.577   47.097   5.39 
    60    26.488   19.937   5.82 
    61    48.960   15.192   5.97 
    62     1.650    6.774   5.27 
    63   -45.702   -5.415   5.22 
    64   -15.133   -0.617   5.80 
    65    -7.429    1.206   5.19 
    66    31.553  -28.271   5.61 
    67   -39.015    3.584   5.91 
    68     9.790   12.922   5.84 
    69   -35.593   46.637   5.52 
